Source.Name	Characteristics.Subject.ID.	Characteristics.Strain.	Characteristics.Organism.	Term.Source.REF	Term.Accession.Number	Characteristics.Sex.	Factor.Value.Age.	Characteristics.AgeUnit.	Term.Source.REF.1	Term.Accession.Number.1	Characteristics.Organ.	Term.Source.REF.2	Term.Accession.Number.2	Characteristics.Tissue.	Term.Source.REF.3	Term.Accession.Number.3	Characteristics.Cell.	Term.Source.REF.4	Term.Accession.Number.4	Characteristics.Assay.Type.	Characteristics.Biological.Replicate.	Characteristics.Technical.Replicate.	Factor.Value.Compound.	Term.Source.REF.5	Term.Accession.Number.5	Characteristics.StdInChIKey.	Comment.chEMBL.ID.	Characteristics.Eniantiomer.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Term.Source.REF.6	Term.Accession.Number.6	Factor.Value.Dose.Duration.	Characteristics.Dose.DurationUnit.	Term.Source.REF.7	Term.Accession.Number.7	Factor.Value.Dose.Frequency.	Characteristics.Vehicle.	Characteristics.Route.	Term.Source.REF.8	Term.Accession.Number.8	Factor.Value.Sample.TimePoint.	Characteristics.Sample.TimePointUnit.	Term.Source.REF.9	Term.Accession.Number.9	Characteristics.Treatment.Group.	Protocol.REF	Sample.Name
cyclosporin a_0.67_10_1	93628	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_0.67	10	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_0.67_10_1
cyclosporin a_0.67_10_2	93711	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_0.67	10	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_0.67_10_2
cyclosporin a_0.67_10_3	93874	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_0.67	10	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_0.67_10_3
cyclosporin a_1_10_1	93601	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_1	10	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_1_10_1
cyclosporin a_1_10_2	93731	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_1	10	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_1_10_2
cyclosporin a_1_10_3	94212	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	cyclosporin A	CHEBI	4031	DFZMWWCBMPCKFD-DTLHCQOUSA-N	CHEMBL442519	NA	NA	FALSE	control_1	10	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cyclosporin a_1_10_3
cytochalasin b_0.67_167_1	93021	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_0.67	167	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_0.67_167_1
cytochalasin b_0.67_167_2	93095	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_0.67	167	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_0.67_167_2
cytochalasin b_0.67_167_3	93142	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_0.67	167	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_0.67_167_3
cytochalasin b_1_167_1	93025	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_1	167	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_1_167_1
cytochalasin b_1_167_2	93099	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_1	167	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_1_167_2
cytochalasin b_1_167_3	93205	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	cytochalasin B	CHEBI	23527	GBOGMAARMMDZGR-TYHYBEHESA-N	CHEMBL411729	NA	NA	FALSE	control_1	167	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	cytochalasin b_1_167_3
danazol_0.67_95_1	93082	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_0.67	95	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_0.67_95_1
danazol_0.67_95_2	93119	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_0.67	95	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_0.67_95_2
danazol_0.67_95_3	93572	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_0.67	95	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_0.67_95_3
danazol_1_95_1	93076	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_1	95	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_1_95_1
danazol_1_95_2	93112	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_1	95	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_1_95_2
danazol_1_95_3	93227	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	danazol	CHEBI	4315	POZRVZJJTULAOH-LHZXLZLDSA-N	CHEMBL1479	NA	NA	FALSE	control_1	95	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	danazol_1_95_3
daunorubicin_0.67_1.5_1	93299	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_0.67	1.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_0.67_1.5_1
daunorubicin_0.67_1.5_2	93425	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_0.67	1.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_0.67_1.5_2
daunorubicin_0.67_1.5_3	93508	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_0.67	1.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_0.67_1.5_3
daunorubicin_1_1.5_1	93325	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_1	1.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_1_1.5_1
daunorubicin_1_1.5_2	93454	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_1	1.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_1_1.5_2
daunorubicin_1_1.5_3	93492	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	daunorubicin	CHEBI	41977	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	NA	NA	FALSE	control_1	1.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	daunorubicin_1_1.5_3
desloratadine_0.67_57_1	93291	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_0.67	57	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_0.67_57_1
desloratadine_0.67_57_2	93379	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_0.67	57	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_0.67_57_2
desloratadine_0.67_57_3	93419	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_0.67	57	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_0.67_57_3
desloratadine_1_57_1	93324	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_1	57	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_1_57_1
desloratadine_1_57_2	93367	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_1	57	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_1_57_2
desloratadine_1_57_3	93416	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	desloratadine	CHEBI	291342	JAUOIFJMECXRGI-UHFFFAOYSA-N	CHEMBL1172	NA	NA	FALSE	control_1	57	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	desloratadine_1_57_3
dexamethasone_0.67_456_1	93326	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_0.67	456	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_0.67_456_1
dexamethasone_0.67_456_2	93335	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_0.67	456	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_0.67_456_2
dexamethasone_0.67_456_3	93474	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_0.67	456	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_0.67_456_3
dexamethasone_1_456_1	93313	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_1	456	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_1_456_1
dexamethasone_1_456_2	93356	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_1	456	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_1_456_2
dexamethasone_1_456_3	93496	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	dexamethasone	CHEBI	41879	UREBDLICKHMUKA-CXSFZGCWSA-N	CHEMBL384467	NA	NA	FALSE	control_1	456	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	dexamethasone_1_456_3
d-galactosamine_0.67_470_1	93075	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_0.67	470	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_0.67_470_1
d-galactosamine_0.67_470_2	93166	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_0.67	470	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_0.67_470_2
d-galactosamine_0.67_470_3	93559	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_0.67	470	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_0.67_470_3
d-galactosamine_1_470_1	93081	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_1	470	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_1_470_1
d-galactosamine_1_470_2	93130	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_1	470	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_1_470_2
d-galactosamine_1_470_3	93167	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	D-galactosamine	CHEBI	28328	MSWZFWKMSRAUBD-UKFBFLRUSA-N	CHEMBL606759	NA	NA	FALSE	control_1	470	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	d-galactosamine_1_470_3
didanosine_0.67_500_1	93546	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_0.67	500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_0.67_500_1
didanosine_0.67_500_2	93624	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_0.67	500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_0.67_500_2
didanosine_0.67_500_3	93752	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_0.67	500	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_0.67_500_3
didanosine_1_500_1	93692	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_1	500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_1_500_1
didanosine_1_500_2	93726	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_1	500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_1_500_2
didanosine_1_500_3	93783	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	didanosine	CHEBI	490877	BXZVVICBKDXVGW-NKWVEPMBSA-N	CHEMBL1460	NA	NA	FALSE	control_1	500	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	didanosine_1_500_3
